date,day_weather,night_weather,max_temp,min_temp,day_wind,night_wind
2022-10-30,多云 ,  阵雨,15℃ , 11℃,南风 3-4级 , 南风 3-4级
2022-10-31,阴 ,  晴,16℃ , 8℃,西南风 4-5级 , 西南风 4-5级
2022-11-01,晴 ,  晴,12℃ , 6℃,北风 4-5级 , 北风 4-5级
2022-11-02,小雨 ,  小到中雨,13℃ , 2℃,南风 4-5级 , 南风 4-5级
2022-11-03,多云 ,  晴,7℃ , 3℃,北风 4-5级 , 北风 4-5级
2022-11-04,晴 ,  晴,11℃ , 6℃,西北风 4-5级 , 西北风 4-5级
2022-11-05,晴 ,  晴,14℃ , 8℃,西风 4-5级 , 西风 4-5级
2022-11-06,阴 ,  小雨,16℃ , 10℃,西南风 4-5级 , 西南风 4-5级
2022-11-07,多云 ,  晴,16℃ , 6℃,北风 3-4级 , 北风 3-4级
2022-11-08,晴 ,  多云,15℃ , 9℃,西南风 3-4级 , 西南风 3-4级
2022-11-09,多云 ,  阵雨,16℃ , 12℃,西南风 3-4级 , 南风 3-4级
2022-11-10,阵雨 ,  多云,16℃ , 14℃,东南风 3-4级 , 南风 3-4级
2022-11-11,阴 ,  小雨,16℃ , 14℃,南风 3-4级 , 南风 4-5级
2022-11-12,中雨 ,  多云,16℃ , 2℃,北风 6-7级 , 北风 5-6级
2022-11-13,晴 ,  多云,6℃ , 2℃,北风 5-6级 , 西北风 4-5级
2022-11-14,晴 ,  晴,12℃ , 7℃,西风 4-5级 , 西风 4-5级
2022-11-15,晴 ,  晴,13℃ , 5℃,西北风 3-4级 , 西风 3-4级
2022-11-16,晴 ,  晴,14℃ , 9℃,西南风 3-4级 , 西南风 4-5级
2022-11-17,晴 ,  多云,16℃ , 8℃,西南风 3-4级 , 西南风 3-4级
2022-11-18,多云 ,  多云,13℃ , 9℃,东风 3-4级 , 南风 3-4级
2022-11-19,多云 ,  多云,15℃ , 8℃,西南风 3-4级 , 东北风 3-4级
2022-11-20,多云 ,  多云,12℃ , 6℃,东北风 3-4级 , 东北风 4-5级
2022-11-21,多云 ,  晴,10℃ , 3℃,东北风 4-5级 , 东北风 4-5级
2022-11-22,多云 ,  多云,8℃ , 4℃,北风 3-4级 , 西风 3-4级
2022-11-23,晴 ,  多云,13℃ , 7℃,西风 3-4级 , 南风 3-4级
2022-11-24,多云 ,  多云,15℃ , 11℃,西南风 4-5级 , 西南风 4-5级
2022-11-25,阴 ,  晴,16℃ , 2℃,西南风 4-5级 , 西北风 4-5级
2022-11-26,晴 ,  多云,10℃ , 1℃,北风 4-5级 , 南风 4-5级
2022-11-27,小到中雨 ,  中到大雨,13℃ , 9℃,南风 4-5级 , 南风 4-5级
2022-11-28,小雨 ,  多云,12℃ , -3℃,北风 4-5级 , 北风 5-6级
2022-11-29,阴 ,  阵雪,-2℃ , -7℃,北风 5-6级 , 北风 5-6级
2022-11-30,阵雪 ,  多云,-1℃ , -9℃,西北风 4-5级 , 西北风 4-5级
2022-12-01,多云 ,  多云,0℃ , -3℃,西北风 4-5级 , 西风 4-5级
2022-12-02,多云 ,  多云,5℃ , -1℃,西南风 4-5级 , 北风 4-5级
2022-12-03,多云 ,  多云,0℃ , -6℃,北风 4-5级 , 北风 4-5级
2022-12-04,晴 ,  晴,1℃ , -6℃,北风 3-4级 , 西北风 3-4级
2022-12-05,晴 ,  晴,4℃ , 0℃,西风 4-5级 , 西风 4-5级
2022-12-06,晴 ,  晴,5℃ , 2℃,西北风 4-5级 , 西北风 4-5级
2022-12-07,晴 ,  晴,6℃ , 2℃,西北风 4-5级 , 西风 3-4级
2022-12-08,晴 ,  晴,9℃ , 1℃,东风 3-4级 , 北风 3-4级
2022-12-09,多云 ,  阵雪,7℃ , 0℃,北风 3-4级 , 北风 4-5级
2022-12-10,中到大雪 ,  晴,2℃ , -3℃,北风 4-5级 , 北风 4-5级
2022-12-11,多云 ,  多云,4℃ , -3℃,北风 3-4级 , 西南风 4-5级
2022-12-12,多云 ,  晴,5℃ , -1℃,西北风 4-5级 , 西北风 4-5级
2022-12-13,阵雪 ,  多云,1℃ , -7℃,西北风 5-6级 , 西北风 5-6级
2022-12-14,多云 ,  阵雪,2℃ , -6℃,西北风 4-5级 , 西南风 4-5级
2022-12-15,多云 ,  晴,-2℃ , -8℃,北风 4-5级 , 北风 4-5级
2022-12-16,多云 ,  阵雪,-3℃ , -9℃,西北风 4-5级 , 西北风 4-5级
2022-12-17,阵雪 ,  阵雪,-7℃ , -10℃,西北风 4-5级 , 西北风 4-5级
2022-12-18,多云 ,  多云,-2℃ , -10℃,西北风 4-5级 , 西北风 3-4级
2022-12-19,晴 ,  晴,3℃ , -4℃,北风 3-4级 , 南风 3-4级
2022-12-20,多云 ,  多云,7℃ , -1℃,西南风 4-5级 , 西北风 4-5级
2022-12-21,晴 ,  多云,-1℃ , -8℃,北风 4-5级 , 北风 4-5级
2022-12-22,阵雪 ,  多云,-7℃ , -10℃,北风 5-6级 , 北风 5-6级
2022-12-23,阴 ,  多云,-5℃ , -10℃,北风 5-6级 , 北风 5-6级
2022-12-24,多云 ,  晴,-2℃ , -6℃,北风 4-5级 , 北风 4-5级
2022-12-25,晴 ,  晴,-2℃ , -5℃,北风 4-5级 , 北风 3-4级
2022-12-26,晴 ,  晴,0℃ , -5℃,北风 3-4级 , 北风 3-4级
2022-12-27,多云 ,  多云,3℃ , -6℃,西北风 4-5级 , 西北风 4-5级
2022-12-28,晴 ,  晴,0℃ , -4℃,西北风 4-5级 , 西北风 3-4级
2022-12-29,晴 ,  晴,0℃ , -5℃,西北风 4-5级 , 西北风 3-4级
2022-12-30,晴 ,  晴,3℃ , -2℃,西南风 4-5级 , 西南风 4-5级
2022-12-31,晴 ,  晴,5℃ , -4℃,西风 3-4级 , 北风 3-4级
2023-01-01,晴 ,  晴,0℃ , -5℃,北风 4-5级 , 北风 3-4级
2023-01-02,晴 ,  晴,-1℃ , -5℃,北风 3-4级 , 西北风 3-4级
2023-01-03,晴 ,  晴,2℃ , -5℃,西北风 3-4级 , 东风 3-4级
2023-01-04,晴 ,  晴,2℃ , -3℃,东南风 3-4级 , 南风 3-4级
2023-01-05,晴 ,  多云,6℃ , 0℃,西南风 3-4级 , 西南风 3-4级
2023-01-06,阴 ,  晴,6℃ , -4℃,西北风 4-5级 , 西北风 4-5级
2023-01-07,晴 ,  多云,4℃ , -3℃,西南风 3-4级 , 南风 3-4级
2023-01-08,晴 ,  晴,8℃ , -2℃,南风 4-5级 , 北风 4-5级
2023-01-09,晴 ,  晴,2℃ , -3℃,北风 4-5级 , 北风 3-4级
2023-01-10,晴 ,  晴,6℃ , -1℃,西南风 3-4级 , 西南风 3-4级
2023-01-11,多云 ,  多云,7℃ , 3℃,南风 3-4级 , 东南风 3-4级
2023-01-12,小雨 ,  小到中雨,9℃ , 5℃,东南风 3-4级 , 东北风 3-4级
2023-01-13,阴 ,  多云,4℃ , -8℃,北风 5-6级 , 北风 5-6级
2023-01-14,多云 ,  晴,-7℃ , -11℃,北风 5-6级 , 北风 5-6级
2023-01-15,晴 ,  晴,-6℃ , -11℃,北风 4-5级 , 北风 4-5级
2023-01-16,晴 ,  多云,0℃ , -9℃,北风 3-4级 , 西风 4-5级
2023-01-17,晴 ,  晴,3℃ , -6℃,西风 4-5级 , 南风 3-4级
2023-01-18,晴 ,  晴,4℃ , -3℃,西南风 4-5级 , 西南风 4-5级
2023-01-19,晴 ,  晴,5℃ , -9℃,西风 4-5级 , 西北风 5-6级
2023-01-20,晴 ,  晴,-2℃ , -9℃,北风 4-5级 , 南风 3-4级
2023-01-21,晴 ,  多云,4℃ , -2℃,南风 4-5级 , 北风 3-4级
2023-01-22,多云 ,  晴,3℃ , -12℃,北风 4-5级 , 北风 4-5级
2023-01-23,多云 ,  阵雪,-12℃ , -15℃,北风 4-5级 , 北风 4-5级
2023-01-24,阵雪 ,  多云,-8℃ , -16℃,北风 4-5级 , 西北风 4-5级
2023-01-25,晴 ,  晴,-2℃ , -8℃,西南风 4-5级 , 西南风 4-5级
2023-01-26,多云 ,  晴,-1℃ , -9℃,北风 4-5级 , 北风 4-5级
2023-01-27,晴 ,  晴,-4℃ , -5℃,西北风 4-5级 , 西北风 4-5级
2023-01-28,晴 ,  晴,2℃ , -4℃,西北风 3-4级 , 西风 3-4级
2023-01-29,晴 ,  晴,3℃ , -2℃,西北风 4-5级 , 西南风 3-4级
2023-01-30,晴 ,  晴,7℃ , 1℃,南风 3-4级 , 南风 4-5级
2023-01-31,晴 ,  晴,6℃ , -2℃,西北风 3-4级 , 北风 5-6级
2023-02-01,晴 ,  晴,0℃ , -5℃,北风 5-6级 , 北风 4-5级
2023-02-02,多云 ,  多云,-1℃ , -6℃,北风 3-4级 , 西南风 3-4级
2023-02-03,晴 ,  晴,4℃ , -3℃,西南风 3-4级 , 北风 3-4级
2023-02-04,晴 ,  晴,4℃ , -1℃,西南风 3-4级 , 西南风 3-4级
2023-02-05,多云 ,  晴,8℃ , 0℃,西南风 4-5级 , 西南风 3-4级
2023-02-06,多云 ,  晴,5℃ , -2℃,东北风 4-5级 , 东北风 3-4级
2023-02-07,晴 ,  晴,4℃ , -2℃,东北风 3-4级 , 东北风 3-4级
2023-02-08,晴 ,  多云,3℃ , -2℃,北风 3-4级 , 东北风 3-4级
2023-02-09,多云 ,  阴,3℃ , 0℃,东风 3-4级 , 西风 3-4级
2023-02-10,多云 ,  多云,5℃ , 0℃,西风 3-4级 , 西南风 3-4级
2023-02-11,多云 ,  多云,7℃ , 0℃,南风 3-4级 , 东北风 4-5级
2023-02-12,雨夹雪 ,  多云,4℃ , -4℃,北风 4-5级 , 北风 4-5级
2023-02-13,晴 ,  晴,-1℃ , -4℃,北风 4-5级 , 北风 4-5级
2023-02-14,晴 ,  晴,0℃ , -7℃,北风 4-5级 , 北风 4-5级
2023-02-15,晴 ,  晴,0℃ , -6℃,北风 4-5级 , 西南风 3-4级
2023-02-16,晴 ,  晴,6℃ , 0℃,西南风 3-4级 , 西南风 3-4级
2023-02-17,多云 ,  多云,7℃ , 2℃,南风 3-4级 , 南风 3-4级
2023-02-18,小雨 ,  小雪,6℃ , -2℃,南风 3-4级 , 西北风 4-5级
2023-02-19,晴 ,  晴,5℃ , -4℃,西北风 4-5级 , 北风 4-5级
2023-02-20,晴 ,  晴,0℃ , -5℃,北风 4-5级 , 北风 3-4级
2023-02-21,晴 ,  多云,1℃ , -4℃,北风 3-4级 , 西南风 3-4级
2023-02-22,多云 ,  晴,6℃ , 1℃,西南风 4-5级 , 西南风 3-4级
2023-02-23,多云 ,  多云,7℃ , -2℃,东南风 3-4级 , 北风 4-5级
2023-02-24,晴 ,  晴,1℃ , -2℃,北风 4-5级 , 北风 4-5级
2023-02-25,晴 ,  晴,4℃ , 0℃,西北风 3-4级 , 西风 3-4级
2023-02-26,晴 ,  晴,8℃ , 2℃,西南风 3-4级 , 西南风 3-4级
2023-02-27,晴 ,  多云,10℃ , 3℃,南风 4-5级 , 西南风 4-5级
2023-02-28,多云 ,  晴,9℃ , 0℃,西南风 4-5级 , 北风 3-4级
2023-03-01,多云 ,  晴,9℃ , -2℃,西北风 4-5级 , 西北风 4-5级
2023-03-02,晴 ,  晴,8℃ , 1℃,西南风 4-5级 , 西南风 4-5级
2023-03-03,晴 ,  晴,11℃ , 2℃,西南风 3-4级 , 东北风 3-4级
2023-03-04,晴 ,  多云,9℃ , 3℃,东风 3-4级 , 东南风 3-4级
2023-03-05,多云 ,  多云,12℃ , 3℃,南风 4-5级 , 南风 4-5级
2023-03-06,多云 ,  晴,15℃ , 3℃,南风 4-5级 , 东北风 3-4级
2023-03-07,多云 ,  阴,11℃ , 4℃,南风 4-5级 , 东北风 4-5级
2023-03-08,阴 ,  多云,10℃ , 3℃,东北风 4-5级 , 西南风 3-4级
2023-03-09,晴 ,  晴,13℃ , 5℃,西南风 3-4级 , 东南风 4-5级
2023-03-10,多云 ,  阴,13℃ , 4℃,东南风 4-5级 , 北风 4-5级
2023-03-11,阴 ,  多云,11℃ , 1℃,北风 4-5级 , 北风 5-6级
2023-03-12,晴 ,  晴,4℃ , -2℃,北风 5-6级 , 西南风 3-4级
2023-03-13,多云 ,  多云,11℃ , 4℃,南风 4-5级 , 南风 4-5级
2023-03-14,多云 ,  多云,13℃ , 4℃,南风 4-5级 , 北风 4-5级
2023-03-15,晴 ,  晴,7℃ , 2℃,西北风 4-5级 , 北风 3-4级
2023-03-16,晴 ,  多云,7℃ , 1℃,西北风 3-4级 , 南风 3-4级
2023-03-17,多云 ,  多云,7℃ , 3℃,西南风 3-4级 , 西风 3-4级
2023-03-18,晴 ,  晴,9℃ , 3℃,西风 3-4级 , 西南风 3-4级
2023-03-19,多云 ,  多云,12℃ , 6℃,西南风 3-4级 , 南风 4-5级
2023-03-20,阴 ,  晴,12℃ , 5℃,南风 4-5级 , 南风 4-5级
2023-03-21,晴 ,  多云,12℃ , 7℃,南风 4-5级 , 南风 4-5级
2023-03-22,多云 ,  晴,14℃ , 6℃,北风 3-4级 , 北风 4-5级
2023-03-23,晴 ,  晴,10℃ , 2℃,北风 4-5级 , 北风 4-5级
2023-03-24,晴 ,  晴,7℃ , 2℃,北风 4-5级 , 北风 3-4级
2023-03-25,多云 ,  晴,9℃ , 2℃,北风 3-4级 , 北风 3-4级
2023-03-26,晴 ,  阴,9℃ , 3℃,北风 4-5级 , 南风 3-4级
2023-03-27,多云 ,  晴,13℃ , 3℃,南风 3-4级 , 北风 3-4级
2023-03-28,晴 ,  阴,12℃ , 6℃,东南风 3-4级 , 南风 4-5级
2023-03-29,多云 ,  晴,16℃ , 8℃,西南风 4-5级 , 西南风 3-4级
2023-03-30,晴 ,  晴,19℃ , 9℃,西南风 3-4级 , 西南风 3-4级
2023-03-31,晴 ,  晴,16℃ , 8℃,南风 3-4级 , 南风 3-4级
2023-04-01,晴 ,  晴,17℃ , 9℃,南风 3-4级 , 东南风 3-4级
2023-04-02,晴 ,  晴,18℃ , 8℃,东南风 3-4级 , 东南风 3-4级
2023-04-03,多云 ,  阴,17℃ , 9℃,东风 3-4级 , 东北风 4-5级
2023-04-04,中雨 ,  中到大雨,13℃ , 9℃,东北风 5-6级 , 东北风 5-6级
2023-04-05,小雨 ,  多云,12℃ , 7℃,北风 5-6级 , 北风 4-5级
2023-04-06,多云 ,  晴,14℃ , 6℃,西风 3-4级 , 北风 4-5级
2023-04-07,晴 ,  晴,10℃ , 6℃,西北风 4-5级 , 西风 4-5级
2023-04-08,晴 ,  晴,15℃ , 8℃,西风 4-5级 , 西南风 4-5级
2023-04-09,晴 ,  多云,18℃ , 11℃,西南风 4-5级 , 西南风 4-5级
2023-04-10,多云 ,  多云,20℃ , 12℃,西南风 4-5级 , 西北风 5-6级
2023-04-11,晴 ,  晴,16℃ , 7℃,西北风 5-6级 , 西风 3-4级
2023-04-12,多云 ,  阴,17℃ , 10℃,西南风 4-5级 , 西南风 4-5级
2023-04-13,多云 ,  多云,18℃ , 9℃,西南风 4-5级 , 东北风 3-4级
2023-04-14,多云 ,  多云,15℃ , 8℃,东北风 4-5级 , 西北风 3-4级
2023-04-15,晴 ,  晴,16℃ , 8℃,西南风 3-4级 , 西北风 3-4级
2023-04-16,晴 ,  多云,16℃ , 8℃,北风 4-5级 , 南风 3-4级
2023-04-17,雷阵雨 ,  雷阵雨,14℃ , 8℃,东南风 4-5级 , 东南风 4-5级
2023-04-18,晴 ,  晴,17℃ , 8℃,东北风 3-4级 , 西南风 3-4级
2023-04-19,晴 ,  多云,17℃ , 9℃,南风 4-5级 , 南风 4-5级
2023-04-20,多云 ,  多云,19℃ , 12℃,东北风 4-5级 , 东北风 4-5级
2023-04-21,多云 ,  多云,17℃ , 10℃,东北风 4-5级 , 北风 3-4级
2023-04-22,多云 ,  多云,16℃ , 9℃,北风 4-5级 , 北风 3-4级
2023-04-23,多云 ,  多云,17℃ , 10℃,东北风 4-5级 , 东北风 3-4级
2023-04-24,晴 ,  多云,16℃ , 9℃,东北风 3-4级 , 西南风 3-4级
2023-04-25,小雨 ,  多云,15℃ , 8℃,西南风 4-5级 , 北风 4-5级
2023-04-26,晴 ,  阴,16℃ , 9℃,西北风 4-5级 , 南风 4-5级
2023-04-27,多云 ,  多云,19℃ , 12℃,南风 4-5级 , 南风 4-5级
2023-04-28,阴 ,  雷阵雨,17℃ , 9℃,南风 4-5级 , 西北风 4-5级
2023-04-29,多云 ,  晴,16℃ , 8℃,西北风 5-6级 , 西风 4-5级
2023-04-30,晴 ,  多云,20℃ , 11℃,北风 4-5级 , 西南风 3-4级
2023-05-01,晴 ,  多云,20℃ , 12℃,南风 3-4级 , 南风 4-5级
2023-05-02,多云 ,  晴,21℃ , 12℃,南风 4-5级 , 南风 4-5级
2023-05-03,多云 ,  阴,19℃ , 13℃,东南风 4-5级 , 东南风 4-5级
2023-05-04,中雨 ,  大雨,15℃ , 13℃,东风 4-5级 , 东北风 4-5级
2023-05-05,小雨 ,  多云,18℃ , 13℃,北风 5-6级 , 北风 5-6级
2023-05-06,晴 ,  晴,21℃ , 13℃,北风 4-5级 , 北风 3-4级
2023-05-07,晴 ,  晴,22℃ , 12℃,北风 4-5级 , 北风 3-4级
2023-05-08,晴 ,  晴,22℃ , 14℃,西风 3-4级 , 西风 3-4级
2023-05-09,晴 ,  晴,24℃ , 15℃,北风 3-4级 , 西南风 3-4级
2023-05-10,晴 ,  晴,24℃ , 14℃,西南风 3-4级 , 东风 3-4级
2023-05-11,多云 ,  多云,24℃ , 14℃,东南风 3-4级 , 西南风 3-4级
2023-05-12,晴 ,  雷阵雨,23℃ , 13℃,南风 4-5级 , 南风 4-5级
2023-05-13,多云 ,  晴,21℃ , 13℃,南风 3-4级 , 东南风 3-4级
2023-05-14,晴 ,  多云,22℃ , 12℃,东南风 4-5级 , 南风 4-5级
2023-05-15,晴 ,  晴,20℃ , 13℃,南风 4-5级 , 南风 4-5级
2023-05-16,晴 ,  多云,27℃ , 15℃,南风 4-5级 , 南风 4-5级
2023-05-17,阴 ,  中雨,22℃ , 15℃,北风 1-2级 , 东北风 1-2级
2023-05-18,晴 ,  多云,23℃ , 13℃,东北风 3-4级 , 东南风 3-4级
2023-05-19,多云 ,  雷阵雨,22℃ , 14℃,东南风 4-5级 , 南风 4-5级
2023-05-20,多云 ,  晴,23℃ , 15℃,西风 4-5级 , 西风 4-5级
2023-05-21,晴 ,  晴,22℃ , 15℃,西北风 4-5级 , 北风 3-4级
2023-05-22,晴 ,  晴,25℃ , 15℃,西风 3-4级 , 西风 3-4级
2023-05-23,晴 ,  晴,26℃ , 16℃,西北风 3-4级 , 南风 3-4级
2023-05-24,晴 ,  晴,24℃ , 16℃,南风 4-5级 , 南风 4-5级
2023-05-25,多云 ,  多云,21℃ , 15℃,南风 4-5级 , 南风 4-5级
2023-05-26,晴 ,  多云,23℃ , 16℃,南风 3-4级 , 东南风 3-4级
2023-05-27,小雨 ,  小到中雨,19℃ , 16℃,东风 4-5级 , 东北风 4-5级
2023-05-28,多云 ,  多云,22℃ , 16℃,东北风 3-4级 , 东北风 3-4级
2023-05-29,晴 ,  晴,29℃ , 17℃,北风 4-5级 , 东北风 4-5级
2023-05-30,多云 ,  晴,24℃ , 16℃,东北风 3-4级 , 东南风 3-4级
2023-05-31,晴 ,  多云,25℃ , 18℃,西南风 4-5级 , 西南风 4-5级
2023-06-01,多云 ,  多云,25℃ , 17℃,西南风 4-5级 , 北风 4-5级
2023-06-02,晴 ,  晴,28℃ , 18℃,北风 4-5级 , 西风 3-4级
2023-06-03,晴 ,  多云,27℃ , 18℃,西风 4-5级 , 西风 3-4级
2023-06-04,晴 ,  晴,27℃ , 19℃,西风 4-5级 , 西南风 4-5级
2023-06-05,晴 ,  晴,28℃ , 19℃,西南风 4-5级 , 西南风 4-5级
2023-06-06,晴 ,  晴,28℃ , 18℃,北风 4-5级 , 西南风 3-4级
2023-06-07,多云 ,  雷阵雨,30℃ , 18℃,西南风 4-5级 , 东北风 4-5级
2023-06-08,多云 ,  多云,28℃ , 19℃,北风 4-5级 , 西南风 3-4级
2023-06-09,晴 ,  多云,28℃ , 18℃,西南风 4-5级 , 南风 3-4级
2023-06-10,多云 ,  多云,25℃ , 18℃,东风 3-4级 , 东北风 3-4级
2023-06-11,多云 ,  多云,25℃ , 16℃,东风 3-4级 , 西风 3-4级
2023-06-12,多云 ,  雷阵雨,23℃ , 17℃,西南风 3-4级 , 西风 3-4级
2023-06-13,多云 ,  多云,25℃ , 17℃,西南风 3-4级 , 西北风 3-4级
2023-06-14,晴 ,  晴,27℃ , 19℃,西南风 3-4级 , 南风 3-4级
2023-06-15,晴 ,  晴,28℃ , 20℃,南风 3-4级 , 南风 4-5级
2023-06-16,晴 ,  晴,30℃ , 21℃,南风 4-5级 , 南风 3-4级
2023-06-17,晴 ,  晴,26℃ , 19℃,南风 3-4级 , 东南风 3-4级
2023-06-18,晴 ,  多云,27℃ , 19℃,南风 3-4级 , 东风 3-4级
2023-06-19,多云 ,  阵雨,26℃ , 19℃,东南风 3-4级 , 东南风 3-4级
2023-06-20,阴 ,  阴,25℃ , 19℃,东南风 4-5级 , 南风 3-4级
2023-06-21,多云 ,  晴,26℃ , 20℃,西南风 3-4级 , 西北风 3-4级
2023-06-22,晴 ,  晴,29℃ , 20℃,北风 3-4级 , 南风 3-4级
2023-06-23,晴 ,  晴,28℃ , 21℃,东南风 3-4级 , 东南风 3-4级
2023-06-24,晴 ,  晴,29℃ , 21℃,东南风 4-5级 , 东南风 3-4级
2023-06-25,多云 ,  雷阵雨,26℃ , 22℃,东南风 3-4级 , 东北风 3-4级
2023-06-26,中雨 ,  多云,25℃ , 20℃,东北风 4-5级 , 东北风 4-5级
2023-06-27,多云 ,  晴,29℃ , 22℃,西南风 4-5级 , 西南风 4-5级
2023-06-28,多云 ,  大雨,27℃ , 22℃,南风 4-5级 , 南风 4-5级
2023-06-29,阴 ,  晴,27℃ , 21℃,东北风 4-5级 , 西北风 3-4级
2023-06-30,晴 ,  晴,29℃ , 20℃,西南风 4-5级 , 西南风 4-5级
2023-07-01,晴 ,  多云,30℃ , 23℃,西南风 4-5级 , 南风 3-4级
2023-07-02,晴 ,  多云,28℃ , 22℃,南风 3-4级 , 东南风 3-4级
2023-07-03,多云 ,  小雨,27℃ , 22℃,东南风 3-4级 , 东南风 3-4级
2023-07-04,中到大雨 ,  多云,26℃ , 22℃,东南风 3-4级 , 西北风 4-5级
2023-07-05,晴 ,  晴,30℃ , 23℃,西南风 4-5级 , 西南风 4-5级
2023-07-06,晴 ,  多云,31℃ , 23℃,西南风 4-5级 , 西南风 4-5级
2023-07-07,多云 ,  小到中雨,29℃ , 21℃,东南风 4-5级 , 东南风 4-5级
2023-07-08,多云 ,  多云,27℃ , 22℃,东南风 4-5级 , 东南风 3-4级
2023-07-09,多云 ,  多云,27℃ , 22℃,东南风 3-4级 , 东南风 3-4级
2023-07-10,多云 ,  雷阵雨,28℃ , 22℃,东南风 3-4级 , 东风 3-4级
2023-07-11,阴 ,  多云,30℃ , 22℃,东北风 4-5级 , 东北风 3-4级
2023-07-12,雷阵雨 ,  小到中雨,28℃ , 23℃,东风 3-4级 , 东南风 4-5级
2023-07-13,小雨 ,  多云,27℃ , 24℃,东风 4-5级 , 西北风 3-4级
2023-07-14,多云 ,  多云,30℃ , 24℃,西南风 4-5级 , 西北风 4-5级
2023-07-15,多云 ,  多云,29℃ , 23℃,西北风 4-5级 , 西风 3-4级
2023-07-16,多云 ,  晴,30℃ , 22℃,西北风 3-4级 , 西北风 3-4级
2023-07-17,晴 ,  晴,30℃ , 22℃,南风 3-4级 , 南风 3-4级
2023-07-18,晴 ,  晴,30℃ , 23℃,西南风 3-4级 , 西南风 3-4级
2023-07-19,晴 ,  晴,31℃ , 23℃,西南风 3-4级 , 西南风 3-4级
2023-07-20,晴 ,  晴,31℃ , 23℃,西南风 3-4级 , 南风 3-4级
2023-07-21,多云 ,  小到中雨,29℃ , 23℃,东南风 4-5级 , 东南风 4-5级
2023-07-22,大雨 ,  多云,27℃ , 23℃,东南风 4-5级 , 东南风 4-5级
2023-07-23,晴 ,  多云,30℃ , 22℃,西南风 3-4级 , 东风 3-4级
2023-07-24,晴 ,  晴,29℃ , 24℃,东南风 3-4级 , 东南风 3-4级
2023-07-25,多云 ,  多云,28℃ , 24℃,东南风 3-4级 , 东南风 3-4级
2023-07-26,阴 ,  阴,29℃ , 24℃,东南风 3-4级 , 南风 3-4级
2023-07-27,雷阵雨 ,  多云,30℃ , 25℃,东南风 3-4级 , 东南风 3-4级
2023-07-28,多云 ,  小到中雨,30℃ , 24℃,南风 4-5级 , 南风 4-5级
2023-07-29,大到暴雨 ,  阴,27℃ , 25℃,东南风 4-5级 , 东南风 4-5级
2023-07-30,多云 ,  多云,29℃ , 25℃,东南风 4-5级 , 东南风 3-4级
2023-07-31,多云 ,  多云,29℃ , 25℃,东南风 3-4级 , 南风 3-4级
2023-08-01,晴 ,  晴,30℃ , 25℃,南风 3-4级 , 南风 3-4级
2023-08-02,晴 ,  晴,31℃ , 26℃,西南风 4-5级 , 西南风 4-5级
2023-08-03,多云 ,  多云,32℃ , 26℃,西南风 4-5级 , 西南风 4-5级
2023-08-04,多云 ,  雷阵雨,31℃ , 25℃,西南风 4-5级 , 西南风 3-4级
2023-08-05,雷阵雨 ,  晴,30℃ , 22℃,东北风 4-5级 , 东北风 4-5级
2023-08-06,晴 ,  晴,28℃ , 21℃,东北风 4-5级 , 东北风 4-5级
2023-08-07,晴 ,  晴,29℃ , 22℃,北风 4-5级 , 北风 3-4级
2023-08-08,晴 ,  晴,30℃ , 24℃,北风 3-4级 , 北风 3-4级
2023-08-09,晴 ,  晴,31℃ , 24℃,北风 3-4级 , 北风 4-5级
2023-08-10,多云 ,  多云,31℃ , 24℃,北风 4-5级 , 北风 4-5级
2023-08-11,多云 ,  阴,30℃ , 24℃,北风 4-5级 , 西风 3-4级
2023-08-12,中雨 ,  大到暴雨,28℃ , 23℃,东风 4-5级 , 东风 4-5级
2023-08-13,阵雨 ,  多云,28℃ , 24℃,北风 4-5级 , 北风 3-4级
2023-08-14,晴 ,  晴,30℃ , 24℃,北风 3-4级 , 北风 3-4级
2023-08-15,多云 ,  多云,28℃ , 23℃,西风 3-4级 , 西风 3-4级
2023-08-16,多云 ,  多云,30℃ , 24℃,西风 3-4级 , 西北风 3-4级
2023-08-17,多云 ,  多云,30℃ , 24℃,北风 3-4级 , 南风 3-4级
2023-08-18,多云 ,  多云,30℃ , 25℃,南风 3-4级 , 东南风 3-4级
2023-08-19,多云 ,  多云,31℃ , 26℃,南风 3-4级 , 南风 3-4级
2023-08-20,多云 ,  小雨,29℃ , 25℃,南风 3-4级 , 南风 4-5级
2023-08-21,中到大雨 ,  多云,28℃ , 24℃,南风 4-5级 , 北风 3-4级
2023-08-22,多云 ,  晴,30℃ , 22℃,北风 3-4级 , 北风 3-4级
2023-08-23,晴 ,  晴,30℃ , 22℃,北风 1-3级 , 北风 1-3级
2023-08-24,多云 ,  多云,30℃ , 22℃,北风 1-3级 , 北风 1-3级
2023-08-25,晴 ,  晴,29℃ , 22℃,西北风 1-3级 , 北风 1-3级
2023-08-26,多云 ,  多云,28℃ , 22℃,北风 1-3级 , 东北风 1-3级
2023-08-27,多云 ,  多云,27℃ , 22℃,东北风 1-3级 , 东北风 1-3级
2023-08-28,大雨 ,  小雨,23℃ , 19℃,东北风 1-3级 , 北风 1-3级
2023-08-29,多云 ,  晴,28℃ , 20℃,北风 1-3级 , 北风 1-3级
2023-08-30,晴 ,  多云,27℃ , 20℃,北风 3-4级 , 西南风 3-4级
2023-08-31,雷阵雨 ,  多云,27℃ , 20℃,西南风 3-4级 , 西北风 3-4级
